Banner,UPC,Kansas,New York,Northern California,Texas
Safeway,753436797.0,,53.09,,45.69
Safeway,757501813.0,38.19,,,38.59
Safeway,757630984.0,27.09,,,27.29
Safeway,758967619.0,,46.49,,39.99
Safeway,760445497.0,7.99,,,7.99
Safeway,762004012.0,1.59,,,1.59
Safeway,762710881.0,45.99,53.99,,46.49
Safeway,762977091.0,13.79,,,13.99
Safeway,763083923.0,,,,
Safeway,763210027.0,27.09,,,27.39
Safeway,764458897.0,45.59,,,45.99
Safeway,764530996.0,29.99,,,30.29
Safeway,765932940.0,,,,52.89
Safeway,765958220.0,16.79,19.69,,16.99
Safeway,766810433.0,18.29,,,18.49
Safeway,768303991.0,51.29,,,51.79
Safeway,768547166.0,36.99,43.39,,37.39
Safeway,768628469.0,9.19,10.79,,9.29
Safeway,768879663.0,,69.79,,60.09
Safeway,768900012.0,,60.69,,52.29
Safeway,769464973.0,39.59,,,39.99
Safeway,770347410.0,1.59,,,1.69
Safeway,771066892.0,32.99,38.69,,33.29
Safeway,773828271.0,56.69,66.59,,57.29
Safeway,774342015.0,36.49,,,36.79
Safeway,774949377.0,26.49,,,26.79
Safeway,778006625.0,53.39,,,53.99
Safeway,778682895.0,4.69,5.49,,4.69
Safeway,780230660.0,48.19,,,48.69
Safeway,783399454.0,31.19,36.59,,31.59
Safeway,783845705.0,23.49,,,23.69
Safeway,783899410.0,42.39,,,42.79
Safeway,784408530.0,2.29,2.69,,2.29
Safeway,785234168.0,33.39,,,33.69
Safeway,786293238.0,5.79,,,5.89
Safeway,789649867.0,48.69,,,49.19
Safeway,789986401.0,14.69,17.19,,14.79
Safeway,790024227.0,14.89,17.49,,15.09
Safeway,790066655.0,4.39,,,4.39
Safeway,790347148.0,43.69,51.29,,44.09
Safeway,791901779.0,46.19,,,46.69
Safeway,793865483.0,17.89,,,
Safeway,794251522.0,37.39,,,37.79
Safeway,795655973.0,54.99,,,
Safeway,795937333.0,22.79,,,23.09
Safeway,797375865.0,57.19,67.09,,57.79
Safeway,798625113.0,,,,3.59
Safeway,801329171.0,51.89,,,52.39
Safeway,802480036.0,54.09,,,54.59
Safeway,804094528.0,42.09,,,42.59
Safeway,805082512.0,16.09,18.89,,16.29
Safeway,808274867.0,,46.59,,40.19
Safeway,808976577.0,,31.89,,27.49
Safeway,810777505.0,28.49,,,28.79
Safeway,812183948.0,30.09,,,30.39
Safeway,812264326.0,29.79,34.89,,30.09
Safeway,812817987.0,22.59,26.39,,
Safeway,813117592.0,44.99,,,45.39
Safeway,817162115.0,18.79,22.09,,18.99
Safeway,817674221.0,46.89,,,47.29
Safeway,818139689.0,55.99,,,56.59
Safeway,819121025.0,,,,20.39
Safeway,820540489.0,52.29,,,52.79
Safeway,821096485.0,,,,9.09
Safeway,821504223.0,45.09,,,45.49
Safeway,822316142.0,4.09,,,4.19
Safeway,825958722.0,9.49,11.09,,9.59
Safeway,826114350.0,20.39,,,20.59
Safeway,826771870.0,14.69,17.29,,14.89
Safeway,826777526.0,,57.69,,49.69
Safeway,827210689.0,7.19,,,7.29
Safeway,827352822.0,21.69,,,21.89
Safeway,827531126.0,39.39,,,39.79
Safeway,827631041.0,40.79,47.89,,41.19
Safeway,827898456.0,37.69,,,
Safeway,827980895.0,54.59,,,55.19
Safeway,829968022.0,33.29,39.09,,
Safeway,830115263.0,44.79,,,45.29
Safeway,831054514.0,34.69,,,35.09
Safeway,831639757.0,,49.39,,42.59
Safeway,832037986.0,7.59,,,7.59
Safeway,832713642.0,,33.09,,28.49
Safeway,835193761.0,58.39,,,58.99
Safeway,835966795.0,11.49,,,11.69
Safeway,836742374.0,,,,43.89
Safeway,836817411.0,24.59,28.79,,24.79
Safeway,838460068.0,59.09,,,59.69
Safeway,838729004.0,6.99,8.09,,6.99
Safeway,839680734.0,30.39,,,30.69
Safeway,840138489.0,26.89,,,27.19
Safeway,841392681.0,56.09,,,56.69
Safeway,842306029.0,39.19,,,
Safeway,842621232.0,42.99,,,
Safeway,842968031.0,33.89,,,
Safeway,843645850.0,28.29,,,
Safeway,845328666.0,35.49,,,35.79
Safeway,845893087.0,50.99,,,
Safeway,846637828.0,,,,5.19
Safeway,848007798.0,18.29,21.39,,18.49
Safeway,848280790.0,36.59,,,36.99
Safeway,849299370.0,,,,11.19
Safeway,849425547.0,51.49,60.39,,51.99
Safeway,849702242.0,43.19,50.59,,43.59
Safeway,850719150.0,8.19,,,8.29
Safeway,850860889.0,17.69,20.69,,17.79
Safeway,852479948.0,18.99,22.29,,19.19
Safeway,853687097.0,,,,
Safeway,854689154.0,51.89,60.89,,52.39
Safeway,854985252.0,38.89,,,39.29
Safeway,855000437.0,,24.99,,21.49
Safeway,856365324.0,,,,39.59
Safeway,856554674.0,23.69,,,23.99
Safeway,857067649.0,54.79,64.29,,55.39
Safeway,857721983.0,27.09,,,27.39
Safeway,859607186.0,24.59,28.79,,
Safeway,860167579.0,,,,35.79
Safeway,861024387.0,5.29,6.19,,5.29
Safeway,861871758.0,52.69,61.79,,53.19
Safeway,864093895.0,,,,2.99
Safeway,864128161.0,4.39,,,4.39
Safeway,864892235.0,40.19,,,
Safeway,865020811.0,43.09,,,43.59
Safeway,866416138.0,40.79,47.79,,41.19
Safeway,866698043.0,,,,6.09
Safeway,870309366.0,41.29,,,41.69
Safeway,870595943.0,45.49,,,45.99
Safeway,870721732.0,,20.89,,17.99
Safeway,872082334.0,,,,5.19
Safeway,872889619.0,38.99,45.69,,
Safeway,873270447.0,59.29,,,59.89
Safeway,874971914.0,17.79,,,17.99
Safeway,876226151.0,18.79,,,18.99
Safeway,876898615.0,57.49,,,58.09
Safeway,877162041.0,25.69,,,25.89
Safeway,878698622.0,24.79,,,25.09
Safeway,879777546.0,47.29,,,47.69
Safeway,881311707.0,,,,53.19
Safeway,881539712.0,,,,
Safeway,882672998.0,26.29,,,26.59
Safeway,883647960.0,47.09,,,47.59
Safeway,883713851.0,36.99,,,37.39
Safeway,884354350.0,,,,
Safeway,885481376.0,15.39,,,15.49
Safeway,886012244.0,5.29,6.19,,
Safeway,886105169.0,48.19,,,
Safeway,887149013.0,48.49,,,48.99
Safeway,888354959.0,1.89,2.19,,1.89
Safeway,888599847.0,49.49,,,49.99
Safeway,888666503.0,59.99,,,60.59
Safeway,888713764.0,20.79,24.39,,20.99
Safeway,891797170.0,24.59,28.79,,24.79
Safeway,894150291.0,,30.39,,26.19
Safeway,894764703.0,25.29,29.59,,
Safeway,895637329.0,44.49,,,44.89
Safeway,896138462.0,,,,21.99
Safeway,896974529.0,16.29,,,16.39
Safeway,897021614.0,55.99,,,
Safeway,897422303.0,38.49,45.09,,
Safeway,899571200.0,,,,
Safeway,899819893.0,55.09,,,55.69
Safeway,899956196.0,53.99,,,
Safeway,902552274.0,0.69,,,0.79
Safeway,904041295.0,,,,
Safeway,904714463.0,45.49,53.29,,
Safeway,905792642.0,9.69,,,
Safeway,905914857.0,46.09,,,46.59
Safeway,906234211.0,3.09,,,3.09
Safeway,907400779.0,15.49,18.19,,15.69
Safeway,909199429.0,29.39,,,29.69
Safeway,912415151.0,24.59,,,24.79
Safeway,912873332.0,20.19,23.69,,
Safeway,915191199.0,,,,31.69
Safeway,916097175.0,16.59,,,16.79
Safeway,917100992.0,,61.09,,52.59
Safeway,917211564.0,16.89,,,16.99
Safeway,917901226.0,55.79,,,
Safeway,918833743.0,6.29,7.29,,6.29
Safeway,919110708.0,,,,15.29
Safeway,920526931.0,35.79,,,36.19
Safeway,922747986.0,17.19,,,17.29
Safeway,923314883.0,22.19,25.99,,22.39
Safeway,923891080.0,15.69,,,15.79
Safeway,924190396.0,,,,3.39
Safeway,926444424.0,14.19,,,14.29
Safeway,927312846.0,,13.79,,11.89
Safeway,927693101.0,,22.29,,19.19
Safeway,927879675.0,28.19,,,28.49
Safeway,928259579.0,18.59,21.79,,18.79
Safeway,929137671.0,13.59,,,13.69
Safeway,929338551.0,20.39,23.89,,20.59
Safeway,929458444.0,26.49,,,26.79
Safeway,930355523.0,13.19,15.39,,13.29
Safeway,931390073.0,16.99,,,
Safeway,932170886.0,50.89,,,51.39
Safeway,932644749.0,58.19,68.29,,58.79
Safeway,932864695.0,26.99,31.69,,27.29
Safeway,936330605.0,56.89,,,57.49
Safeway,938758588.0,42.99,,,43.39
Safeway,939282782.0,34.49,,,
Safeway,942541787.0,29.89,,,30.19
Safeway,943281894.0,18.99,,,19.09
Safeway,944430721.0,20.99,,,21.19
Safeway,945973686.0,56.89,66.69,,57.49
Safeway,946880003.0,58.89,69.09,,59.49
Safeway,947534594.0,40.69,,,
Safeway,949435750.0,8.49,,,8.59
Safeway,950498192.0,58.19,,,58.79
Safeway,952287274.0,52.59,61.69,,53.09
Safeway,952635660.0,12.79,,,
Safeway,953126270.0,,,,
Safeway,955026913.0,53.69,62.99,,54.29
Safeway,955421336.0,17.89,,,18.09
Safeway,958194401.0,,43.69,,37.59
Safeway,958465158.0,45.89,,,
Safeway,959054260.0,19.69,,,19.89
Safeway,959211839.0,33.49,,,33.79
Safeway,962019991.0,30.99,36.29,,31.29
Safeway,962420701.0,16.59,,,
Safeway,963136610.0,40.99,,,41.39
Safeway,963229417.0,45.49,53.39,,45.99
Safeway,963858888.0,49.99,,,
Safeway,964715239.0,,,,34.29
Safeway,965083187.0,32.99,38.69,,33.29
Safeway,965370690.0,44.99,,,45.39
Safeway,966125119.0,25.19,29.59,,25.49
Safeway,966176819.0,37.19,,,37.59
Safeway,966807089.0,,,,55.69
Safeway,967167461.0,22.69,26.59,,22.89
Safeway,970617307.0,52.89,,,53.49
Safeway,971923169.0,48.19,,,48.69
Safeway,975326196.0,,,,28.29
Safeway,975793603.0,,,,42.19
Safeway,976976235.0,58.39,68.49,,58.99
Safeway,977134983.0,32.49,38.09,,
Safeway,978164640.0,13.79,,,13.99
Safeway,978196729.0,17.69,,,17.89
Safeway,979616943.0,1.19,1.39,,1.19
Safeway,980113553.0,,53.39,,45.99
Safeway,980150388.0,51.49,,,
Safeway,980564443.0,34.99,,,
Safeway,981197816.0,44.39,52.09,,44.89
Safeway,981510405.0,59.29,,,59.99
Safeway,981620604.0,,,,37.99
Safeway,986041768.0,,28.29,,24.39
Safeway,986134213.0,,68.39,,58.89
Safeway,987411986.0,,65.79,,56.59
Safeway,987897892.0,8.99,,,9.09
Safeway,988776021.0,37.59,,,
Safeway,988779486.0,31.49,,,31.89
Safeway,990258086.0,39.09,,,39.49
Safeway,992105314.0,,40.79,,35.09
Safeway,992125856.0,44.69,52.39,,
Safeway,993910240.0,,,,23.69
Safeway,994344572.0,,,,10.89
Safeway,995745822.0,40.49,47.49,,40.89
Safeway,995798889.0,,66.49,,57.19
Safeway,996262978.0,,,,13.19
Safeway,996849471.0,,13.69,,11.79
Safeway,998831540.0,36.29,,,36.69
Safeway,999185078.0,52.79,61.89,,53.29
Trader Joes,11873171.0,,,,4.99
Trader Joes,15052612.0,,,60.19,
Trader Joes,16482322.0,,17.69,,17.19
Trader Joes,16729338.0,7.59,7.89,8.89,7.69
Trader Joes,16829288.0,,,,3.39
Trader Joes,16900911.0,,,32.59,27.99
Trader Joes,16999755.0,,,5.89,5.09
Trader Joes,17066659.0,2.89,,,2.89
Trader Joes,19696884.0,,,,5.59
Trader Joes,19911643.0,28.99,30.09,33.99,29.19
Trader Joes,19982129.0,,27.09,,26.29
Trader Joes,21872584.0,,,8.89,7.69
Trader Joes,22132676.0,,,,5.19
Trader Joes,22976162.0,47.19,,,47.69
Trader Joes,23493525.0,,,,25.19
Trader Joes,24764365.0,,,,17.39
Trader Joes,25023603.0,,,16.79,14.49
Trader Joes,25313327.0,,17.09,,16.59
Trader Joes,26132370.0,,,22.29,19.19
Trader Joes,26791818.0,,,,10.29
Trader Joes,26959766.0,,,60.69,52.29
Trader Joes,27595398.0,,,9.59,8.29
Trader Joes,27866264.0,,,62.89,54.19
Trader Joes,35072231.0,,,,47.69
Trader Joes,38126522.0,,56.79,,55.09
Trader Joes,38399923.0,,,,37.29
Trader Joes,39408244.0,55.29,,64.79,55.79
Trader Joes,39601228.0,21.59,22.49,,21.79
Trader Joes,40555797.0,,27.09,30.59,
Trader Joes,41066545.0,,,,
Trader Joes,43366358.0,44.39,,,
Trader Joes,44053660.0,2.99,,3.49,2.99
Trader Joes,44276570.0,36.19,37.69,42.49,36.59
Trader Joes,44385546.0,,11.99,13.49,11.69
Trader Joes,45509167.0,,,,26.69
Trader Joes,45824749.0,,28.29,31.89,27.49
Trader Joes,45845527.0,,1.59,,1.59
Trader Joes,47158754.0,23.29,,27.29,23.49
Trader Joes,47174618.0,3.59,,,3.69
Trader Joes,48013704.0,47.49,49.49,,47.99
Trader Joes,48258595.0,,,,17.59
Trader Joes,51294147.0,,14.39,,13.99
Trader Joes,52851370.0,,42.19,47.59,40.99
Trader Joes,53317855.0,33.29,,,33.59
Trader Joes,54236183.0,,21.99,,21.39
Trader Joes,54548062.0,39.29,40.89,46.09,39.69
Trader Joes,55404606.0,36.09,37.49,,36.39
Trader Joes,55833407.0,,28.29,,27.39
Trader Joes,56176612.0,29.39,,,29.69
Trader Joes,57394222.0,29.99,31.19,,30.29
Trader Joes,57714338.0,,25.59,,24.89
Trader Joes,58785197.0,19.79,20.59,23.19,19.99
Trader Joes,59479815.0,43.69,,51.19,44.09
Trader Joes,60042797.0,12.39,,,12.59
Trader Joes,60168857.0,,,2.19,1.89
Trader Joes,60193187.0,,7.79,,7.59
Trader Joes,60912855.0,48.39,50.29,56.69,
Trader Joes,61278034.0,,22.49,,21.89
Trader Joes,61566790.0,31.39,,,31.79
Trader Joes,62068892.0,,,12.19,10.49
Trader Joes,62563085.0,45.39,,,45.89
Trader Joes,63494206.0,20.89,21.79,,21.09
Trader Joes,65837987.0,,,62.39,53.69
Trader Joes,66025021.0,32.39,,,32.69
Trader Joes,68034486.0,4.99,,,4.99
Trader Joes,69037528.0,,,,2.99
Trader Joes,69584995.0,11.09,,12.99,
Trader Joes,70124770.0,,,63.19,54.49
Trader Joes,70324549.0,,43.59,,42.29
Trader Joes,70848410.0,,,2.99,2.59
Trader Joes,71726448.0,7.79,,9.09,7.89
Trader Joes,73544548.0,32.99,,38.69,33.39
Trader Joes,73570156.0,22.89,,,23.09
Trader Joes,74029795.0,,,,39.49
Trader Joes,75242878.0,,3.79,,3.69
Trader Joes,77045464.0,12.39,12.89,,12.49
Trader Joes,77460052.0,,,,1.09
Trader Joes,79218866.0,,50.49,,48.99
Trader Joes,81313305.0,,52.49,59.19,50.99
Trader Joes,81927167.0,33.69,35.09,39.49,33.99
Trader Joes,83141336.0,,52.39,59.09,50.89
Trader Joes,86262532.0,,50.49,,48.99
Trader Joes,86858655.0,2.49,,,2.49
Trader Joes,87093736.0,,,,24.39
Trader Joes,88576101.0,,,61.29,52.79
Trader Joes,90756884.0,,36.09,,35.09
Trader Joes,93351329.0,12.19,,14.29,
Trader Joes,93696286.0,7.99,,,8.09
Trader Joes,94769945.0,,19.79,,19.19
Trader Joes,94849573.0,,,,54.29
Trader Joes,95658838.0,,,43.29,37.29
Trader Joes,95862680.0,,,,11.19
Trader Joes,95866554.0,,33.39,37.69,32.39
Trader Joes,98164748.0,,,12.99,11.19
Trader Joes,98441419.0,,26.99,,26.19
Trader Joes,99583114.0,23.29,24.19,,
Trader Joes,99830442.0,,56.79,63.99,55.09
Trader Joes,101201265.0,,,,46.09
Trader Joes,105664025.0,,22.29,,21.69
Trader Joes,106365705.0,,,22.79,19.59
Trader Joes,106599165.0,,36.59,,35.49
Trader Joes,106918220.0,,,,22.59
Trader Joes,107865183.0,30.79,,,31.09
Trader Joes,109076038.0,,,,33.89
Trader Joes,110354720.0,,15.49,,14.99
Trader Joes,110497121.0,20.99,,,
Trader Joes,111650456.0,,55.59,,53.99
Trader Joes,112509592.0,38.69,40.29,45.39,39.09
Trader Joes,112817865.0,,55.29,,53.69
Trader Joes,113224794.0,36.19,,,36.59
Trader Joes,113921219.0,,,,18.39
Trader Joes,115104280.0,,,,18.59
Trader Joes,115681900.0,,,,28.89
Trader Joes,118708197.0,,20.89,23.59,20.29
Trader Joes,119616993.0,,,,30.89
Trader Joes,120290503.0,9.69,,,9.79
Trader Joes,120596009.0,,52.19,58.89,50.69
Trader Joes,121620235.0,,,,54.99
Trader Joes,122484761.0,,33.79,38.09,32.79
Trader Joes,124052151.0,18.99,19.69,,19.19
Trader Joes,124091247.0,,,58.69,50.59
Trader Joes,125829867.0,13.69,,,13.89
Trader Joes,126967843.0,23.09,,27.09,23.29
Trader Joes,127821311.0,,,22.39,19.29
Trader Joes,127838957.0,,,,38.49
Trader Joes,127887048.0,8.39,8.69,,8.39
Trader Joes,129232150.0,20.19,,,20.39
Trader Joes,129833275.0,25.79,,,26.09
Trader Joes,130186387.0,19.19,19.99,,
Trader Joes,130318597.0,,,,55.79
Trader Joes,130358296.0,30.79,,36.09,31.09
Trader Joes,131820869.0,50.19,52.19,,50.69
Trader Joes,132112942.0,54.89,,,
Trader Joes,132458395.0,29.39,,34.49,29.69
Trader Joes,136528713.0,,13.79,15.59,13.39
Trader Joes,142231691.0,,13.09,14.79,12.79
Trader Joes,142252924.0,,29.49,33.29,28.59
Trader Joes,144575642.0,16.59,17.29,,16.79
Trader Joes,144644625.0,53.29,,,53.79
Trader Joes,145210517.0,,48.59,,47.19
Trader Joes,146021511.0,43.29,,,
Trader Joes,151145905.0,,,,25.89
Trader Joes,151287985.0,,19.99,,19.49
Trader Joes,152181269.0,38.49,,,38.89
Trader Joes,152398257.0,,5.79,,5.59
Trader Joes,152458350.0,,,,
Trader Joes,154602616.0,,,30.49,26.29
Trader Joes,157129774.0,6.69,6.99,7.89,6.79
Trader Joes,157966725.0,16.79,,,
Trader Joes,158953776.0,,,,56.99
Trader Joes,160430177.0,,58.49,,56.79
Trader Joes,161076622.0,55.59,,,56.09
Trader Joes,161725486.0,34.89,36.39,40.99,35.29
Trader Joes,162045248.0,,,63.59,54.79
Trader Joes,162356142.0,,47.09,,45.69
Trader Joes,163383455.0,,5.69,,5.49
Trader Joes,163809044.0,34.49,35.89,,34.89
Trader Joes,164485660.0,,,41.59,35.79
Trader Joes,165254790.0,,32.19,,31.29
Trader Joes,165324638.0,,,,56.79
Trader Joes,165526080.0,3.39,3.59,,3.49
Trader Joes,165559469.0,,,,29.39
Trader Joes,169472387.0,46.19,,,46.59
Trader Joes,171059624.0,,,,33.09
Trader Joes,171858013.0,27.79,,,27.99
Trader Joes,172380215.0,36.69,38.19,43.09,37.09
Trader Joes,173173585.0,,,,42.29
Trader Joes,174429227.0,,,48.69,41.89
Trader Joes,176351627.0,,,60.09,
Trader Joes,177925497.0,,46.59,52.49,45.19
Trader Joes,178923336.0,,,,13.69
Trader Joes,182310151.0,,,37.09,
Trader Joes,186497742.0,,25.39,28.59,24.59
Trader Joes,187405236.0,,,46.09,39.69
Trader Joes,189054973.0,33.19,34.59,,33.49
Trader Joes,189565540.0,,42.99,,41.69
Trader Joes,193724353.0,,,,40.79
Trader Joes,193736714.0,,55.99,63.09,54.39
Trader Joes,196109651.0,,37.09,41.89,35.99
Trader Joes,196407931.0,,8.09,,7.89
Trader Joes,197321036.0,,,32.59,28.09
Trader Joes,198082596.0,,0.59,0.69,
Trader Joes,200021055.0,,2.29,,2.19
Trader Joes,200253393.0,,,56.39,48.49
Trader Joes,200282631.0,,,,
Trader Joes,200809424.0,42.49,,,42.99
Trader Joes,201346142.0,,,,
Trader Joes,204071291.0,,,,27.69
Trader Joes,205698731.0,,3.59,,3.49
Trader Joes,205812283.0,,40.19,,39.09
Trader Joes,207648093.0,7.69,7.99,8.99,
Trader Joes,212886542.0,34.29,,,34.69
Trader Joes,213048650.0,18.09,,,18.29
Trader Joes,213387822.0,,34.99,39.39,33.99
Trader Joes,214212433.0,51.29,,,51.79
Trader Joes,215480572.0,,,,15.69
Trader Joes,217512347.0,25.99,,,26.29
Trader Joes,218294289.0,52.89,54.99,,53.39
Trader Joes,218958254.0,,,13.29,11.49
Trader Joes,220433295.0,,20.29,22.89,19.69
Trader Joes,220677427.0,56.59,,,57.19
Trader Joes,221349675.0,,37.09,41.79,35.99
Trader Joes,222180587.0,8.49,,,8.59
Trader Joes,222633181.0,,,,36.69
Trader Joes,223905761.0,,,,44.69
Trader Joes,224558960.0,48.29,,,48.79
Trader Joes,226008184.0,8.19,,,8.29
Trader Joes,226080317.0,,,,1.99
Trader Joes,227635624.0,,6.79,,6.59
Trader Joes,227818213.0,,,,53.69
Trader Joes,228431403.0,28.69,29.89,33.69,28.99
Trader Joes,228591095.0,29.29,,,29.59
Trader Joes,229341656.0,37.29,,,37.69
Trader Joes,230451071.0,,,,23.09
Trader Joes,234033889.0,16.69,17.29,19.49,16.79
Trader Joes,234070455.0,7.19,,8.39,7.19
Trader Joes,236468029.0,4.59,,,4.69
Trader Joes,236677062.0,53.89,,,54.39
Trader Joes,236968723.0,,20.79,,20.19
Trader Joes,237280009.0,,,,36.69
Trader Joes,238245641.0,,5.49,6.09,5.29
Trader Joes,238441424.0,31.79,,,32.09
Trader Joes,238497653.0,36.09,,,36.49
Trader Joes,240879755.0,31.59,,,31.89
Trader Joes,240924482.0,,,,31.49
Trader Joes,242277190.0,,,,50.49
Trader Joes,242743338.0,42.29,,,42.69
Trader Joes,243131192.0,2.29,2.39,,2.29
Trader Joes,243785066.0,,,,37.09
Trader Joes,243934119.0,,,15.09,
Trader Joes,244294577.0,31.69,32.99,,31.99
Trader Joes,244899396.0,,,39.09,33.59
Trader Joes,245619737.0,,22.89,,22.19
Trader Joes,246582548.0,,47.19,53.19,45.79
Trader Joes,246585815.0,13.99,14.59,16.39,14.19
Trader Joes,248544810.0,,32.69,,31.69
Trader Joes,250622702.0,,38.09,42.89,36.99
Trader Joes,251180255.0,,,15.39,13.29
Trader Joes,252280717.0,,15.69,17.69,15.29
Trader Joes,252888653.0,12.69,,,12.79
Trader Joes,253141402.0,,35.19,,34.09
Trader Joes,254804864.0,,57.29,,55.59
Trader Joes,256001467.0,24.19,,28.39,
Trader Joes,256779462.0,,,30.69,26.49
Trader Joes,256906423.0,,,,9.59
Trader Joes,258597638.0,,41.09,,39.89
Trader Joes,259287413.0,,,,10.79
Trader Joes,262051609.0,,23.79,26.79,23.09
Trader Joes,265077864.0,8.89,9.19,,8.99
Trader Joes,265291556.0,,25.29,28.49,24.49
Trader Joes,266112120.0,,,5.09,4.39
Trader Joes,266425823.0,,34.79,,33.79
Trader Joes,266788198.0,54.49,56.69,63.89,54.99
Trader Joes,268588472.0,,23.29,,22.59
Trader Joes,269161785.0,46.49,48.39,54.59,46.99
Trader Joes,269567447.0,55.79,,65.39,56.29
Trader Joes,270412866.0,,,,49.89
Trader Joes,271202170.0,,,,30.49
Trader Joes,272466316.0,,52.69,59.39,51.09
Trader Joes,273984951.0,,,,48.79
Trader Joes,275219414.0,,45.49,,44.09
Trader Joes,276263379.0,40.09,41.79,,40.49
Trader Joes,276801250.0,,58.69,,56.99
Trader Joes,277014097.0,26.39,27.39,,26.59
Trader Joes,277132090.0,,6.39,,6.19
Trader Joes,277394644.0,,,23.49,20.19
Trader Joes,278001228.0,12.89,13.39,,12.99
Trader Joes,278003538.0,,,,26.09
Trader Joes,278354885.0,16.29,16.99,,16.49
Trader Joes,278739906.0,,0.99,1.09,0.89
Trader Joes,283434497.0,,27.49,30.99,26.69
Trader Joes,284293391.0,,,,52.09
Trader Joes,285189163.0,,,,18.59
Trader Joes,285195716.0,,,46.09,39.69
Trader Joes,285638116.0,,,,1.79
Trader Joes,286798599.0,34.29,,40.19,34.59
Trader Joes,286906735.0,10.49,10.89,12.29,10.59
Trader Joes,287415946.0,,,54.19,46.69
Trader Joes,291765113.0,33.99,,39.79,34.29
Trader Joes,292740862.0,37.19,,,37.59
Trader Joes,295208432.0,53.59,55.79,62.89,54.19
Trader Joes,296821950.0,,6.59,,
Trader Joes,296847415.0,7.69,,,7.69
Trader Joes,298558534.0,42.49,,49.89,42.99
Trader Joes,298650567.0,,,58.69,50.59
Trader Joes,299791600.0,30.49,31.79,35.79,30.79
Trader Joes,299905463.0,,,57.59,49.59
Trader Joes,300702726.0,49.79,,,50.29
Trader Joes,300705072.0,,,,48.39
Trader Joes,300970093.0,28.59,,,28.89
Trader Joes,301161010.0,34.29,,,34.59
Trader Joes,302256456.0,,,,2.39
Trader Joes,302857528.0,,58.09,,56.39
Trader Joes,303530277.0,45.09,46.99,52.99,45.59
Trader Joes,303748850.0,,37.79,,36.69
Trader Joes,303796970.0,,15.99,,15.49
Trader Joes,304468559.0,49.59,51.59,58.19,50.09
Trader Joes,305207870.0,,52.99,59.69,51.39
Trader Joes,305310988.0,,,60.39,
Trader Joes,306137567.0,,,,
Trader Joes,306887951.0,,15.09,,
Trader Joes,308185637.0,,18.69,,18.09
Trader Joes,310069491.0,,4.29,,4.19
Trader Joes,310210791.0,,,43.39,37.39
Trader Joes,311149036.0,,,,47.59
Trader Joes,311226396.0,,,46.19,39.79
Trader Joes,311513952.0,,,46.19,39.79
Trader Joes,311625369.0,,,,6.19
Trader Joes,311693284.0,23.59,,27.69,23.89
Trader Joes,312567137.0,,,,18.49
Trader Joes,312588009.0,,,44.79,38.59
Trader Joes,312735668.0,19.29,,,19.49
Trader Joes,314205929.0,,,43.59,37.59
Trader Joes,314756902.0,,32.29,,31.29
Trader Joes,315128578.0,25.19,,,
Trader Joes,319176479.0,,54.09,,52.49
Trader Joes,321012038.0,,,,35.69
Trader Joes,321130189.0,,,45.09,38.79
Trader Joes,323385020.0,43.19,,,43.59
Trader Joes,325260449.0,13.69,14.29,16.09,13.79
Trader Joes,325836526.0,,,50.89,43.79
Trader Joes,325885139.0,,31.09,35.09,30.19
Trader Joes,327470693.0,,,33.39,28.79
Trader Joes,327660050.0,,,34.49,29.69
Trader Joes,332493471.0,,,33.39,28.69
Trader Joes,332996724.0,,40.89,46.09,39.69
Trader Joes,333664376.0,31.99,33.29,37.49,32.29
Trader Joes,333868779.0,15.49,16.19,,
Trader Joes,333967502.0,22.59,,,22.79
Trader Joes,336912254.0,23.59,,,23.89
Trader Joes,337353166.0,,,53.79,46.29
Trader Joes,338728090.0,14.29,14.89,16.69,14.39
Trader Joes,338863686.0,,,,6.09
Trader Joes,339400596.0,13.79,,,
Trader Joes,339765937.0,38.69,,,39.09
Trader Joes,340260209.0,40.59,,,41.09
Trader Joes,340478827.0,,7.69,,7.49
Trader Joes,342897052.0,46.59,48.49,,47.09
Trader Joes,346844734.0,,,,
Trader Joes,349132748.0,29.59,,,
Trader Joes,350639776.0,,54.59,61.49,52.99
Trader Joes,352180692.0,,26.29,,
Trader Joes,352259734.0,,,,
Trader Joes,353556196.0,3.29,3.39,,3.29
Trader Joes,353626798.0,,,,55.89
Trader Joes,354630366.0,,,,28.29
Trader Joes,354716417.0,35.29,,,35.69
Trader Joes,355520088.0,,1.79,2.09,1.79
Trader Joes,357064541.0,,,62.39,53.69
Trader Joes,358265858.0,10.49,,,10.59
Trader Joes,360754991.0,,,27.29,23.49
Trader Joes,361415663.0,,,29.59,25.49
Trader Joes,361609713.0,,28.69,,27.79
Trader Joes,361981249.0,,20.39,,19.79
Trader Joes,363196884.0,,,5.89,5.09
Trader Joes,363461563.0,,47.09,,45.69
Trader Joes,363663062.0,,,,16.99
Trader Joes,364526351.0,,,32.99,28.39
Trader Joes,365185443.0,,,,38.79
Trader Joes,365630841.0,,,,23.49
Trader Joes,367626432.0,,,,50.59
Trader Joes,371212986.0,2.79,,,2.79
Trader Joes,371889838.0,,8.19,,7.99
Trader Joes,372268051.0,,,1.29,1.19
Trader Joes,373413450.0,10.99,,,11.09
Trader Joes,373656227.0,,,37.69,32.39
Trader Joes,373709792.0,13.59,,,13.69
Trader Joes,374144563.0,,,,
